0 | 2.0994115453865043 | 2.1459003661895966 | 0 | 8.1852E-04
1 | 2.0973225842051395 | 2.1539553434420853 | 0 | 7.4442E-04
2 | 2.0783754876209253 | 2.152193723580776 | 0 | 6.7702E-04
3 | 2.0837542869788748 | 2.1542854092337866 | 0 | 6.1573E-04
4 | 2.0809467799413333 | 2.147545799230918 | 0 | 5.5999E-04
5 | 2.0791912209714423 | 2.1572088017052424 | 0 | 5.0929E-04
6 | 2.091208769702796 | 2.1525059793934678 | 0 | 4.6318E-04
7 | 2.100684778825509 | 2.151482476498975 | 0 | 4.2125E-04
8 | 2.0691577554180483 | 2.154190793459788 | 0 | 3.8311E-04
9 | 2.1017806607650185 | 2.1574997079400196 | 0 | 3.4843E-04
